Rk,Player,GmSc,Date,Age,Team, ,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.
,Ronald Murray,1.8,2009-11-07,30-101,CHA,@,CHI,"L, 90-93",,14,3,12,.250,2,7,.286,1,5,.200,0,0,,.292,1,1,2,2,0,0,0,1,7,1.8,-8.0,-10,G
,Ronald Murray,1.8,2010-01-15,30-170,CHA,,SAS,"W, 92-76",,26,3,13,.231,3,10,.300,0,3,.000,5,6,.833,.352,0,2,2,1,0,0,1,3,11,1.8,-15.9,14,G
,Lee Nailon,1.8,2001-11-02,26-253,CHH,,NYK,"W, 97-93",,12,2,6,.333,2,6,.333,0,0,,1,2,.500,.363,1,3,4,0,1,0,2,0,5,1.8,-11.6,-1,F
,Gary Neal,1.8,2014-11-15,30-043,CHO,@,GSW,"L, 87-112",,11,1,5,.200,1,5,.200,0,0,,2,2,1.000,.340,0,3,3,0,0,0,0,0,4,1.8,-7.6,-13,G
,Gary Neal,1.8,2014-12-26,30-084,CHO,@,OKC,"L, 75-98",,17,1,8,.125,1,7,.143,0,1,.000,4,4,1.000,.307,0,1,1,1,0,0,0,0,6,1.8,-5.7,-10,G
,Johnny Newman,1.8,1991-03-05,27-097,CHH,@,IND,"L, 101-112",*,29,3,10,.300,2,9,.222,1,1,1.000,2,4,.500,.383,0,1,1,3,0,0,1,5,9,1.8,-11.5,,F-G
,Kelly Oubre Jr.,1.8,2021-11-08,25-334,CHO,@,LAL,"L, 123-126 (OT)",,18,3,10,.300,1,6,.167,2,4,.500,0,0,,.400,3,0,3,1,0,0,2,3,8,1.8,-10.0,-24,F
,Jannero Pargo,1.8,2014-04-11,34-171,CHA,@,BOS,"L, 103-106",,17,2,10,.200,2,6,.333,0,4,.000,0,0,,.200,0,2,2,4,3,0,2,1,4,1.8,-11.8,-14,G
,Robert Parish,1.8,1994-12-23,41-115,CHH,@,MIA,"L, 93-116",,23,3,9,.333,3,9,.333,0,0,,0,0,,.333,1,2,3,0,1,0,1,1,6,1.8,-11.6,,C
,Mason Plumlee,1.8,2022-01-02,31-303,CHO,,PHO,"L, 99-133",*,18,1,2,.500,1,2,.500,0,0,,0,2,.000,.347,0,3,3,3,1,0,2,1,2,1.8,-7.8,-24,C-F
,Eldridge Recasner,1.8,1999-04-02,31-109,CHH,,IND,"L, 81-87",,19,1,5,.200,1,3,.333,0,2,.000,0,0,,.200,1,1,2,3,1,0,0,3,2,1.8,-4.4,7,G
,J.R. Reid,1.8,1991-02-12,22-318,CHH,,DAL,"W, 100-92",*,24,2,8,.250,2,8,.250,0,0,,0,2,.000,.225,0,6,6,1,1,1,0,2,4,1.8,-7.0,,F
,J.R. Reid,1.8,1991-02-16,22-322,CHH,@,MIA,"L, 82-94",*,31,2,5,.400,2,5,.400,0,0,,0,0,,.400,3,0,3,0,2,0,2,4,4,1.8,-6.3,,F
,J.R. Reid,1.8,1992-11-06,24-220,CHH,,WSB,"W, 126-119",,16,1,3,.333,1,3,.333,0,0,,2,2,1.000,.515,1,1,2,3,0,2,3,5,4,1.8,-5.5,,F
,J.R. Reid,1.8,1998-05-03,30-033,CHH,@,CHI,"L, 70-83",,15,0,1,.000,0,1,.000,0,0,,3,3,1.000,.647,2,1,3,0,0,0,1,3,3,1.8,-5.8,-7,F
,J.R. Reid,1.8,1997-12-23,29-267,CHH,@,BOS,"L, 96-102",,16,1,3,.333,1,3,.333,0,0,,5,6,.833,.621,0,3,3,0,0,0,2,5,7,1.8,-9.8,-5,F
,Robert Reid,1.8,1989-01-09,33-132,CHH,,UTA,"L, 92-114",*,27,4,13,.308,4,13,.308,0,0,,0,0,,.308,0,1,1,2,0,0,0,1,8,1.8,-10.0,,F-G
,Jason Richardson,1.8,2008-02-27,27-038,CHA,@,NYK,"L, 89-113",*,13,3,7,.429,2,4,.500,1,3,.333,0,0,,.500,0,1,1,0,1,0,2,2,7,1.8,-8.7,0,G
,Jason Richardson,1.8,2008-03-12,27-052,CHA,@,DAL,"L, 93-118",*,37,4,16,.250,2,8,.250,2,8,.250,1,2,.500,.326,1,3,4,3,2,1,4,4,11,1.8,-10.9,-21,G
,Bernard Robinson,1.8,2006-02-11,25-047,CHA,@,MIL,"L, 93-99",,13,1,4,.250,1,3,.333,0,1,.000,2,3,.667,.376,0,0,0,0,1,0,0,1,4,1.8,-8.1,-18,G-F
,Eddie Robinson,1.8,2000-11-22,24-217,CHH,,PHI,"W, 88-73",,12,1,4,.250,1,4,.250,0,0,,0,0,,.250,1,4,5,1,0,0,0,1,2,1.8,-3.1,5,G-F
,Eddie Robinson,1.8,2000-01-10,23-266,CHH,@,MIL,"L, 87-137",,22,2,9,.222,2,9,.222,0,0,,1,1,1.000,.265,0,2,2,1,2,0,1,0,5,1.8,-12.7,-23,G-F
,Terry Rozier,1.8,2019-12-08,25-266,CHO,,ATL,"L, 107-122",*,35,3,13,.231,1,6,.167,2,7,.286,0,0,,.308,2,3,5,4,1,0,4,1,8,1.8,-14.0,-18,G
,Kareem Rush,1.8,2005-12-14,25-045,CHA,@,NJN,"W, 91-83",*,31,4,9,.444,3,5,.600,1,4,.250,1,1,1.000,.530,0,3,3,2,0,0,5,2,10,1.8,-8.2,4,G
,Tidjane Salaün,1.8,2024-12-30,19-142,CHO,,CHI,"L, 108-115 (OT)",,17,1,6,.167,0,3,.000,1,3,.333,0,0,,.250,0,8,8,2,0,0,0,3,3,1.8,-7.3,-9,F
,Jerry Sichting,1.8,1989-11-07,32-343,CHH,@,SEA,"L, 88-128",,11,1,2,.500,1,2,.500,0,0,,1,4,.250,.399,0,0,0,2,1,0,1,1,3,1.8,-4.7,,G
,KJ Simpson,1.8,2025-04-09,22-244,CHO,@,TOR,"L, 96-126",*,33,2,10,.200,1,6,.167,1,4,.250,1,2,.500,.276,1,0,1,5,3,0,4,2,6,1.8,-11.9,-28,G
,Ish Smith,1.8,2021-12-29,33-177,CHO,@,IND,"W, 116-108",,11,0,2,.000,0,2,.000,0,0,,2,2,1.000,.347,0,4,4,2,1,0,2,1,2,1.8,-8.9,-6,G
,Ish Smith,1.8,2024-02-04,35-214,CHO,,IND,"L, 99-115",*,26,1,3,.333,0,2,.000,1,1,1.000,0,0,,.500,0,3,3,4,0,0,2,3,3,1.8,-10.7,-30,G
,Nick Smith Jr.,1.8,2023-12-26,19-252,CHO,@,LAC,"L, 104-113",,12,2,5,.400,1,1,1.000,1,4,.250,0,0,,.500,0,0,0,1,0,0,0,3,5,1.8,-8.6,-10,G
,Nick Smith Jr.,1.8,2024-01-19,19-276,CHO,,SAS,"W, 124-120",,18,2,6,.333,1,4,.250,1,2,.500,0,0,,.417,1,3,4,0,0,0,1,1,5,1.8,-14.6,-10,G
,Nick Smith Jr.,1.8,2025-03-12,20-328,CHO,@,ATL,"L, 110-123",,19,3,7,.429,2,3,.667,1,4,.250,0,0,,.500,0,3,3,2,0,0,3,2,7,1.8,-13.5,-10,G
,Steve Smith,1.8,2004-12-27,35-271,CHA,@,WAS,"L, 87-106",,16,2,5,.400,1,2,.500,1,3,.333,0,0,,.500,0,2,2,1,0,0,1,2,5,1.8,-9.5,-12,G
,Greg Sutton,1.8,1995-04-20,27-138,CHH,,NYK,"L, 86-91",*,37,4,9,.444,4,5,.800,0,4,.000,0,0,,.444,0,2,2,5,1,0,5,4,8,1.8,-6.2,,G
,Jeff Taylor,1.8,2013-03-23,23-304,CHA,,DET,"L, 91-92",,18,1,5,.200,0,3,.000,1,2,.500,0,0,,.300,0,2,2,1,1,0,0,1,3,1.8,-6.0,-5,F
,Jeff Taylor,1.8,2013-11-01,24-162,CHA,,CLE,"W, 90-84",,22,3,8,.375,3,4,.750,0,4,.000,2,4,.500,.410,0,1,1,1,0,0,2,0,8,1.8,-9.3,-6,F
,Jeff Taylor,1.8,2015-04-01,25-313,CHO,,DET,"W, 102-78",*,22,1,4,.250,1,3,.333,0,1,.000,0,0,,.250,1,3,4,2,1,0,1,2,2,1.8,-5.8,1,F
,Jeff Taylor,1.8,2015-02-22,25-275,CHO,@,DAL,"L, 81-92",,6,0,2,.000,0,1,.000,0,1,.000,4,4,1.000,.532,1,1,2,0,0,0,1,2,4,1.8,-7.2,-7,F
,Tyrus Thomas,1.8,2012-01-16,25-152,CHA,,CLE,"L, 94-102",*,16,0,3,.000,0,3,.000,0,0,,1,2,.500,.129,1,0,1,1,1,3,0,3,1,1.8,-5.2,-3,F
,Tyrus Thomas,1.8,2012-03-24,25-220,CHA,@,NJN,"L, 89-102",*,19,2,6,.333,2,6,.333,0,0,,0,0,,.333,0,2,2,1,3,1,3,2,4,1.8,-5.9,-12,F
,Tyrus Thomas,1.8,2011-03-13,24-208,CHA,@,TOR,"W, 95-90",,23,1,4,.250,1,4,.250,0,0,,2,4,.500,.347,0,4,4,1,0,3,1,5,4,1.8,-7.5,-10,F
,Otis Thorpe,1.8,2001-02-26,38-205,CHH,,IND,"W, 82-72",,12,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,1,2,3,0,0,0,0,3,2,1.8,-3.5,1,F-C
,Robert Traylor,1.8,2002-04-17,25-075,CHH,,CHI,"W, 112-106",,10,1,2,.500,1,2,.500,0,0,,2,2,1.000,.694,0,1,1,0,0,1,1,3,4,1.8,-8.5,-6,F
,Jake Voskuhl,1.8,2005-11-23,28-022,CHA,,NYK,"W, 108-95",,17,3,5,.600,3,5,.600,0,0,,0,0,,.600,1,2,3,0,1,0,3,3,6,1.8,-11.4,1,C
,Jake Voskuhl,1.8,2006-01-04,28-064,CHA,@,BOS,"L, 106-109",,8,0,3,.000,0,3,.000,0,0,,2,2,1.000,.258,2,0,2,1,1,0,0,3,2,1.8,-7.2,0,C
,Jake Voskuhl,1.8,2006-02-08,28-099,CHA,,PHI,"W, 100-92",,14,1,3,.333,1,3,.333,0,0,,0,0,,.333,1,4,5,0,0,0,0,1,2,1.8,-6.5,7,C
,Jake Voskuhl,1.8,2006-04-02,28-152,CHA,,CLE,"L, 97-101",,13,3,6,.500,3,6,.500,0,0,,0,0,,.500,1,1,2,0,0,0,1,3,6,1.8,-10.5,-2,C
,Jake Voskuhl,1.8,2006-12-30,29-059,CHA,@,IND,"W, 113-102",,12,3,9,.333,3,9,.333,0,0,,0,0,,.333,1,0,1,0,2,0,1,2,6,1.8,-16.7,-16,C
,Gerald Wallace,1.8,2005-01-01,22-162,CHA,@,MIA,"L, 90-113",*,21,2,5,.400,2,5,.400,0,0,,0,0,,.400,1,2,3,0,2,0,2,2,4,1.8,-8.5,-12,F
,P.J. Washington,1.8,2023-03-05,24-194,CHO,@,BRK,"L, 86-102",*,36,3,11,.273,1,5,.200,2,6,.333,0,0,,.364,0,8,8,3,0,0,3,3,8,1.8,-7.7,-11,F
,David Wesley,1.8,2002-03-14,31-120,CHH,,UTA,"W, 100-82",*,33,3,11,.273,1,6,.167,2,5,.400,0,4,.000,.313,1,1,2,3,2,0,2,3,8,1.8,-9.0,18,G
,David Wesley,1.8,2001-04-03,30-140,CHH,@,NJN,"W, 103-88",*,24,1,9,.111,1,7,.143,0,2,.000,1,2,.500,.152,2,1,3,8,0,0,1,3,3,1.8,-12.3,-10,G
,David Wesley,1.8,1997-11-29,27-015,CHH,@,ATL,"L, 80-98",*,26,2,7,.286,2,5,.400,0,2,.000,0,0,,.286,0,1,1,2,3,0,2,2,4,1.8,-4.5,-14,G
,Mo Williams,1.8,2015-03-25,32-096,CHO,,BRK,"L, 88-91",,30,2,10,.200,1,4,.250,1,6,.167,4,6,.667,.356,0,4,4,6,0,0,4,4,9,1.8,-10.3,2,G
,Marvin Williams,1.8,2014-11-05,28-139,CHO,,MIA,"W, 96-89",*,30,3,6,.500,3,5,.600,0,1,.000,0,0,,.500,1,4,5,1,0,0,3,2,6,1.8,-9.0,-9,F
,Marvin Williams,1.8,2018-11-17,32-151,CHO,,PHI,"L, 119-122 (OT)",*,27,1,3,.333,0,1,.000,1,2,.500,1,2,.500,.515,1,4,5,1,0,1,1,6,4,1.8,-4.9,-6,F
,Micheal Williams,1.8,1990-03-21,23-241,CHH,@,PHO,"W, 115-114 (OT)",,12,0,4,.000,0,2,.000,0,2,.000,2,2,1.000,.205,1,1,2,4,2,0,2,3,2,1.8,-6.8,,G
,Reggie Williams,1.8,2012-03-09,25-177,CHA,,NJN,"L, 74-83",,15,2,5,.400,2,3,.667,0,2,.000,1,4,.250,.370,0,0,0,1,0,0,0,0,5,1.8,-6.4,-3,F
,David Wingate,1.8,1993-03-30,29-105,CHH,,MIA,"L, 89-116",*,15,1,3,.333,1,3,.333,0,0,,2,2,1.000,.515,0,3,3,2,0,0,2,2,4,1.8,-7.2,,G-F
,David Wingate,1.8,1995-03-03,31-078,CHH,@,GSW,"W, 116-86",,19,1,4,.250,1,2,.500,0,2,.000,2,2,1.000,.410,0,0,0,4,1,0,2,4,4,1.8,-6.5,,G-F
,Christian Wood,1.8,2017-04-11,21-196,CHO,@,ATL,"L, 76-103",,13,2,3,.667,2,3,.667,0,0,,0,2,.000,.515,1,2,3,0,0,0,1,1,4,1.8,-8.5,-6,F
,Cody Zeller,1.8,2015-02-02,22-120,CHO,@,WAS,"W, 92-88",*,31,1,5,.200,1,5,.200,0,0,,0,0,,.200,0,3,3,4,0,0,0,2,2,1.8,-4.7,12,C-F
,George Zídek,1.8,1996-03-13,22-224,CHH,,UTA,"W, 91-85",,5,1,2,.500,1,2,.500,0,0,,1,2,.500,.521,0,2,2,0,0,0,0,1,3,1.8,-3.4,,C
,Michael Adams,1.7,1996-01-04,32-350,CHH,,CHI,"L, 93-117",,20,1,4,.250,1,2,.500,0,2,.000,2,2,1.000,.410,0,0,0,5,0,0,3,1,4,1.7,-8.8,,G
,Jeff Adrien,1.7,2013-12-09,27-302,CHA,,GSW,"W, 115-111",,13,1,4,.250,1,4,.250,0,0,,0,0,,.250,3,4,7,0,0,0,0,3,2,1.7,-10.0,-1,F
,Alexis Ajinça,1.7,2009-10-31,21-178,CHA,@,CLE,"L, 79-90",,1,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,39.6,4,C-F
,Cory Alexander,1.7,2005-04-17,31-299,CHA,@,WAS,"L, 104-106",,6,0,1,.000,0,1,.000,0,0,,0,0,,.000,1,1,2,2,0,0,0,0,0,1.7,2.7,6,G
,Malik Allen,1.7,2005-03-16,26-262,CHA,@,DEN,"L, 101-120",,6,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,-3.6,-1,F-C
,Derek Anderson,1.7,2007-11-07,33-112,CHA,@,PHI,"L, 63-94",,25,0,5,.000,0,2,.000,0,3,.000,3,4,.750,.222,0,2,2,8,0,0,2,4,3,1.7,-3.2,-7,G
,D.J. Augustin,1.7,2012-02-19,24-101,CHA,@,IND,"L, 73-108",*,32,3,12,.250,1,5,.200,2,7,.286,1,1,1.000,.362,0,3,3,4,0,0,3,2,9,1.7,-11.2,-44,G
,D.J. Augustin,1.7,2010-01-12,22-063,CHA,,HOU,"W, 102-94",,16,1,3,.333,1,1,1.000,0,2,.000,0,0,,.333,1,0,1,1,0,0,0,0,2,1.7,-6.9,1,G
,Dwayne Bacon,1.7,2018-03-21,22-203,CHO,@,BRK,"W, 111-105",,28,3,7,.429,3,7,.429,0,0,,0,0,,.429,0,6,6,0,0,0,2,1,6,1.7,-7.0,8,G
,Dwayne Bacon,1.7,2017-12-08,22-100,CHO,,CHI,"L, 111-119 (OT)",,5,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,2.2,-7,G
,Amari Bailey,1.7,2023-11-12,19-268,CHO,@,NYK,"L, 107-129",,3,1,3,.333,1,3,.333,0,0,,0,0,,.333,2,0,2,0,0,0,0,0,2,1.7,-4.1,7,G
,Nicolas Batum,1.7,2016-01-27,27-044,CHO,@,UTA,"L, 73-102",*,30,2,9,.222,1,4,.250,1,5,.200,1,2,.500,.304,0,10,10,2,0,0,2,2,6,1.7,-8.9,-14,F-G
,Corey Beck,1.7,1999-04-24,27-332,CHH,,NJN,"W, 97-82",,8,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,1,1,2,1,0,2,0,2,1.7,-0.8,-5,G
,Tony Bennett,1.7,1993-01-19,23-232,CHH,,ATL,"L, 100-102",,9,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,0,0,0,2,0,0,0,0,2,1.7,-5.2,,G
,Tony Bennett,1.7,1992-12-09,23-191,CHH,,PHO,"L, 101-110",,5,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,1,0,1,1,0,0,0,0,2,1.7,-1.6,,G
,Tony Bennett,1.7,1992-12-23,23-205,CHH,,DET,"W, 107-95",,6,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,0,0,1,0,0,0,0,2,1.7,-1.2,,G
,Tony Bennett,1.7,1994-01-21,24-234,CHH,@,MIL,"L, 110-113",,7,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,1,1,3,0,0,0,0,0,1.7,0.3,,G
,Tony Bennett,1.7,1993-11-27,24-179,CHH,@,MIA,"L, 100-114",,8,1,2,.500,1,2,.500,0,0,,0,0,,.500,1,0,1,0,0,0,0,0,2,1.7,-4.2,,G
,Bismack Biyombo,1.7,2011-12-28,19-122,CHA,,MIA,"L, 95-96",,13,1,1,1.000,1,1,1.000,0,0,,0,2,.000,.532,0,4,4,0,0,2,1,2,2,1.7,-2.6,6,C-F
,Bismack Biyombo,1.7,2013-11-02,21-066,CHA,@,NOP,"L, 84-105",*,26,0,0,,0,0,,0,0,,0,2,.000,.000,1,5,6,0,0,1,0,1,0,1.7,-6.0,-17,C-F
,Bismack Biyombo,1.7,2014-02-04,21-160,CHA,@,GSW,"W, 91-75",,9,1,2,.500,1,2,.500,0,0,,0,0,,.500,2,4,6,0,0,1,1,4,2,1.7,-5.3,0,C-F
,Bismack Biyombo,1.7,2015-03-16,22-200,CHO,@,UTA,"L, 66-94",,24,0,0,,0,0,,0,0,,1,2,.500,.568,1,3,4,0,0,1,0,3,1,1.7,-7.5,-5,C-F
,Bismack Biyombo,1.7,2019-01-17,26-142,CHO,,SAC,"W, 114-95",*,9,0,0,,0,0,,0,0,,0,0,,,1,1,2,0,0,1,0,0,0,1.7,-0.7,-13,C-F
,Bismack Biyombo,1.7,2019-03-31,26-215,CHO,@,GSW,"L, 90-137",*,8,0,1,.000,0,1,.000,0,0,,0,0,,.000,1,1,2,1,0,1,0,0,0,1.7,-5.1,-9,C-F
,Bismack Biyombo,1.7,2012-12-03,20-097,CHA,,POR,"L, 112-118 (OT)",,25,3,4,.750,3,4,.750,0,0,,0,0,,.750,0,3,3,0,0,0,2,4,6,1.7,-10.6,1,C-F
,Muggsy Bogues,1.7,1991-04-05,26-086,CHH,@,CLE,"L, 101-104",,25,3,7,.429,3,7,.429,0,0,,0,0,,.429,0,1,1,3,0,0,1,5,6,1.7,-13.4,,G
,Muggsy Bogues,1.7,1996-02-18,31-040,CHH,,MIL,"W, 122-99",,7,1,2,.500,1,2,.500,0,0,,0,0,,.500,3,0,3,0,0,0,1,1,2,1.7,-4.1,,G
,Miles Bridges,1.7,2019-02-11,20-327,CHO,@,IND,"L, 90-99",,11,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,0,0,1,0,1,1,0,3,1.7,-0.6,-13,G-F
,Miles Bridges,1.7,2019-12-18,21-272,CHO,@,CLE,"L, 98-100",*,21,3,7,.429,3,5,.600,0,2,.000,0,0,,.429,0,3,3,1,0,0,1,3,6,1.7,-13.3,-21,G-F
,Chucky Brown,1.7,2000-02-20,31-356,CHH,,MIA,"L, 80-85",,15,1,5,.200,1,5,.200,0,0,,0,0,,.200,1,7,8,0,0,0,0,0,2,1.7,-7.8,2,F
,Derrick Brown,1.7,2012-04-10,24-215,CHA,@,CLE,"L, 90-103",*,22,2,6,.333,2,6,.333,0,0,,1,2,.500,.363,0,2,2,1,0,0,0,2,5,1.7,-12.9,1,F
,Derrick Brown,1.7,2009-12-30,22-113,CHA,@,TOR,"L, 103-107",,7,0,0,,0,0,,0,0,,0,0,,,1,0,1,0,1,0,0,0,0,1.7,10.1,-6,F
,Derrick Brown,1.7,2010-03-05,22-178,CHA,,LAL,"W, 98-83",,1,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,29.7,2,F
,Derrick Brown,1.7,2010-04-21,22-225,CHA,@,ORL,"L, 77-92",,1,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,60.3,-1,F
,Derrick Brown,1.7,2009-10-30,22-052,CHA,,NYK,"W, 102-100 (2OT)",,6,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,4.2,-3,F
,Kwame Brown,1.7,2010-11-23,28-258,CHA,@,NYK,"L, 107-110",,18,2,4,.500,2,4,.500,0,0,,1,2,.500,.512,0,4,4,0,0,1,2,2,5,1.7,-8.9,8,F
,Shannon Brown,1.7,2008-11-11,22-348,CHA,,DEN,"L, 80-88",,4,1,2,.500,1,1,1.000,0,1,.000,2,2,1.000,.694,0,0,0,1,0,0,2,0,4,1.7,-2.9,-1,G
,Matt Bullard,1.7,2002-01-21,34-230,CHH,@,NYK,"W, 111-68",,8,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,0,0,1,0,0,0,0,2,1.7,1.2,2,F
,Scott Burrell,1.7,1993-12-14,22-336,CHH,,MIN,"W, 101-85",*,15,0,3,.000,0,3,.000,0,0,,2,2,1.000,.258,0,1,1,0,2,1,0,3,2,1.7,-3.8,,G-F
,Scott Burrell,1.7,1994-03-29,23-076,CHH,@,NYK,"L, 95-106",,3,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,10.6,,G-F
,Elden Campbell,1.7,2001-02-13,32-205,CHH,@,IND,"W, 77-66",*,26,0,9,.000,0,9,.000,0,0,,6,8,.750,.240,2,5,7,0,1,1,1,2,6,1.7,-7.9,-5,C
,Matt Carroll,1.7,2006-03-21,25-205,CHA,,ORL,"W, 108-102",,16,1,6,.167,0,3,.000,1,3,.333,0,0,,.250,3,0,3,2,0,0,1,0,3,1.7,-8.8,4,G
,Matt Carroll,1.7,2007-02-02,26-158,CHA,@,CLE,"L, 81-101",*,16,1,5,.200,0,3,.000,1,2,.500,4,4,1.000,.518,0,0,0,0,0,0,1,3,7,1.7,-7.3,-5,G
,Matt Carroll,1.7,2010-11-10,30-074,CHA,@,TOR,"W, 101-96",,4,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,3.6,-3,G
,Michael Carter-Williams,1.7,2017-12-20,26-071,CHO,,TOR,"L, 111-129",,15,1,3,.333,1,2,.500,0,1,.000,3,4,.750,.525,1,1,2,2,0,2,3,5,5,1.7,-9.6,0,G
,Michael Carter-Williams,1.7,2017-12-22,26-073,CHO,@,MIL,"L, 104-109",,17,1,6,.167,0,4,.000,1,2,.500,0,0,,.250,0,4,4,3,0,2,1,3,3,1.7,-5.7,1,G
,Tom Chambers,1.7,1997-02-04,37-228,CHH,,MIN,"W, 115-101",,2,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,17.6,2,F-C
,Rex Chapman,1.7,1991-12-07,24-063,CHH,@,ORL,"W, 109-95",,14,1,3,.333,1,3,.333,0,0,,0,0,,.333,0,1,1,3,0,0,1,0,2,1.7,-5.3,,G
,Derrick Coleman,1.7,1999-12-20,32-182,CHH,@,NYK,"L, 109-112 (OT)",*,31,3,12,.250,3,12,.250,0,0,,2,4,.500,.291,0,5,5,2,0,2,1,4,8,1.7,-9.5,-3,F-C
,Pat Connaughton,1.7,2026-01-26,33-020,CHO,,PHI,"W, 130-93",,8,0,0,,0,0,,0,0,,0,0,,,1,1,2,1,0,0,0,0,0,1.7,5.0,-6,G
,Earl Cureton,1.7,1989-02-23,31-173,CHH,@,NYK,"L, 114-139",*,12,1,2,.500,1,2,.500,0,0,,0,0,,.500,2,0,2,0,0,1,1,1,2,1.7,-6.9,,F-C
,Dell Curry,1.7,1991-02-15,26-235,CHH,,MIL,"L, 103-106 (OT)",,19,1,7,.143,1,4,.250,0,3,.000,2,2,1.000,.254,0,2,2,1,2,1,1,2,4,1.7,-4.1,,G
,Troy Daniels,1.7,2016-04-23,24-283,CHO,,MIA,"W, 96-80",,1,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,32.3,-2,G
,Troy Daniels,1.7,2016-03-29,24-258,CHO,@,PHI,"W, 100-85",,1,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,30.1,-3,G
,Jermareo Davidson,1.7,2008-02-08,23-085,CHA,,NJN,"L, 90-104",,3,1,2,.500,1,2,.500,0,0,,0,0,,.500,1,0,1,0,0,0,0,0,2,1.7,1.3,5,F
,Baron Davis,1.7,2000-02-09,20-302,CHH,,CLE,"W, 103-95",,17,0,3,.000,0,1,.000,0,2,.000,1,2,.500,.129,2,4,6,2,1,0,1,2,1,1.7,-9.5,0,G
,Ricky Davis,1.7,2000-04-18,20-208,CHH,@,CLE,"W, 103-88",,7,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,0,0,0,0,1,0,0,2,1.7,1.1,-10,G-F
,Ricky Davis,1.7,1999-12-30,20-098,CHH,@,IND,"L, 99-109",,25,2,5,.400,2,5,.400,0,0,,0,0,,.400,0,6,6,1,1,1,3,2,4,1.7,-7.6,9,G-F
,Ricky Davis,1.7,1999-04-21,19-210,CHH,,DET,"W, 88-85",,11,1,4,.250,1,4,.250,0,0,,0,0,,.250,1,0,1,2,0,0,0,0,2,1.7,-3.2,4,G-F
,Ricky Davis,1.7,1999-04-02,19-191,CHH,,IND,"L, 81-87",,12,0,3,.000,0,3,.000,0,0,,0,0,,.000,1,0,1,5,1,0,1,1,0,1.7,2.2,0,G-F
,Boris Diaw,1.7,2012-02-01,29-291,CHA,@,POR,"L, 68-112",*,29,1,7,.143,1,4,.250,0,3,.000,1,2,.500,.190,1,5,6,3,0,1,1,1,3,1.7,-9.3,-26,F-C
,DeSagana Diop,1.7,2012-11-10,30-285,CHA,,DAL,"W, 101-97 (OT)",,9,0,2,.000,0,2,.000,0,0,,0,0,,.000,1,0,1,1,1,1,0,0,0,1.7,2.5,4,C
,DeSagana Diop,1.7,2013-01-11,30-347,CHA,@,TOR,"L, 78-99",,8,0,0,,0,0,,0,0,,0,0,,,1,0,1,2,0,0,0,1,0,1.7,5.5,2,C
,DeSagana Diop,1.7,2011-12-30,29-334,CHA,,ORL,"L, 79-100",,20,0,1,.000,0,1,.000,0,0,,0,0,,.000,2,5,7,1,0,2,1,4,0,1.7,-7.1,-7,C
,Chris Douglas-Roberts,1.7,2013-12-20,26-346,CHA,@,DET,"W, 116-106",,16,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,-6.1,-2,G
,Bryce Drew,1.7,2001-12-09,27-079,CHH,@,LAC,"L, 78-89",,7,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,-1.1,-2,G
,Melvin Ely,1.7,2006-02-21,27-295,CHA,@,DEN,"L, 84-100",*,22,1,3,.333,1,3,.333,0,0,,1,2,.500,.387,1,3,4,2,0,0,1,3,3,1.7,-7.8,-18,C
